inchi,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20,PC21,PC22,PC23,PC24,PC25,PC26,PC27,PC28,PC29,PC30,PC31,PC32,PC33,PC34,PC35,PC36,PC37,PC38,PC39,PC40,PC41,PC42,PC43,PC44,PC45,PC46,PC47,PC48,PC49,PC50
"InChI=1S/C12H14Cl3O4P/c1-3-17-20(16,18-4-2)19-12(8-13)10-6-5-9(14)7-11(10)15/h5-8H,3-4H2,1-2H3",2.30414241,3.014449066,2.52851415,3.045764693,2.540849538,2.66067779,2.759510856,2.194301048,2.268814896,3.019815287,2.681085461,3.169196284,3.08846851,2.606330662,2.816046986,2.486077619,3.43609822,2.568437711,3.255389095,3.173963491,3.030148852,2.683553474,3.222384723,3.359116071,2.884595555,2.808033859,3.067761744,3.069440254,2.919754901,2.824998573,3.075954662,2.854001078,2.91589375,2.704548016,2.897923079,2.985433069,3.295176574,2.768375072,3.08132937,2.870061837,3.013843688,2.924390256,3.317185847,2.973369637,3.070682944,3.118797357,3.258274116,2.782170843,2.870128348,2.78418431
"InChI=1S/C15H22ClNO2/c1-5-13-8-6-7-11(2)15(13)17(14(18)9-16)12(3)10-19-4/h6-8,12H,5,9-10H2,1-4H3",1.840156078,2.986928434,3.079054135,3.286578876,2.815853295,1.822155244,3.169905249,3.183494834,3.178538015,3.160157607,3.002986949,2.879062097,2.756364665,3.045011011,3.116319135,3.08766663,2.910872277,3.172420583,3.407336734,3.222865265,3.324085882,2.899364488,3.165441215,3.100590421,3.210483721,2.832527863,3.056780169,2.862232058,3.056216181,2.698428185,3.123410022,3.056776132,3.026166453,3.289572936,2.958467346,2.967915885,3.328026947,2.878102794,3.006060607,2.920999818,2.761821164,2.916417153,2.942991782,3.128863971,2.974346783,3.051949299,2.9723016,2.901427044,3.09216586,2.963990143
"InChI=1S/C19H16O4/c1-12(20)11-15(13-7-3-2-4-8-13)17-18(21)14-9-5-6-10-16(14)23-19(17)22/h2-10,15,21H,11H2,1H3",3.747114103,2.129472108,2.854092923,2.342052988,2.155372634,2.995026772,2.665897808,3.489441516,2.293043138,2.478357421,2.681353059,3.304786955,2.666886559,3.31080738,2.89272124,2.801705754,3.208437458,2.945855072,2.660868958,2.810254905,3.003089525,2.786060929,3.134014338,3.395142689,2.616773813,3.143680612,2.981114771,3.338337984,3.183917247,2.986263183,3.237944339,2.96516976,2.72995806,2.910996525,2.712459515,3.134663894,2.942877643,3.076726508,3.123555318,3.196201458,3.029896799,3.143689184,3.007881685,2.996306899,3.282010508,2.798343027,2.878847664,2.729747529,3.175931431,2.872836541
"InChI=1S/C9H12N2O/c1-11(2)9(12)10-8-6-4-3-5-7-8/h3-7H,1-2H3,(H,10,12)",1.568874421,2.543123205,2.950064165,3.31262505,3.379574311,2.484649343,2.90233881,2.891126244,3.265557578,3.570607263,2.620799956,2.766481298,3.084244553,3.017107114,3.394588269,3.172406462,3.118014488,3.364965458,2.842057324,3.121739705,3.272548068,2.721239783,2.912789811,3.097063606,2.807575976,3.258890946,2.87344614,3.138700193,3.155072284,3.286456767,2.933964208,3.231296267,2.947434538,2.943665493,2.99238739,3.149944727,2.927801027,2.980721152,3.154071327,3.077183071,2.970472814,2.971306095,2.911952424,3.083557093,2.842620939,3.039566684,2.800818526,2.919208561,3.038471649,2.993687851
"InChI=1S/C15H15ClN2O2/c1-18(2)15(19)17-12-5-9-14(10-6-12)20-13-7-3-11(16)4-8-13/h3-10H,1-2H3,(H,17,19)",2.294757149,2.355570818,3.21846726,3.373803656,2.772367631,2.166530639,2.627278482,2.867706936,3.071171024,3.057496718,3.192516857,3.113097045,2.855313734,3.142034324,3.224499771,3.339851332,2.717540939,3.271139955,2.646807752,3.268693177,2.988600119,2.939261355,2.755454219,2.68366299,2.976058044,3.211337815,2.795589217,2.798230514,3.228497539,3.159400673,2.817601579,3.316811167,3.082546631,2.896692725,3.078017032,3.08554188,3.036878495,2.958542103,2.79960072,3.047940675,3.019981251,2.812927538,3.204917061,2.92306715,2.788800023,3.067091842,3.04385226,3.138652356,3.275686959,3.023492637
"InChI=1S/C13H18N2O2/c16-12-10-7-4-8-11(10)14-13(17)15(12)9-5-2-1-3-6-9/h9H,1-8H2,(H,14,17)",2.444237225,2.217952878,4.452089878,3.093408357,2.942097472,3.074690987,2.985487907,3.602796848,3.012134769,2.974897115,3.175868738,2.825389974,2.414076107,2.96296912,2.896507758,3.048672121,2.879073129,3.643845428,3.616638528,3.11650144,2.446187026,2.727753028,3.191953951,2.924654516,3.125986294,3.405326592,2.711602743,3.165014204,2.940910026,3.211549467,2.947844543,3.168674675,2.51935318,2.849946419,3.378960364,2.947561096,3.535536496,3.058411232,2.843832781,3.022438586,2.335304173,3.036729089,2.950791321,3.247685171,2.60716355,2.907252581,2.69995589,2.750648732,3.568260173,3.03404224
"InChI=1S/C9H17N5S/c1-5-10-7-12-8(11-6(2)3)14-9(13-7)15-4/h6H,5H2,1-4H3,(H2,10,11,12,13,14)",1.565660549,2.50985679,3.762938587,4.014830526,3.460682119,3.201372888,2.668282536,2.459434809,2.761036633,4.568114722,3.5068861,3.597650662,2.576345891,3.273550909,3.31390652,3.248155883,2.746904476,2.696566295,2.825089994,2.337050621,3.083296176,2.633349702,3.148466694,2.895248975,2.646550769,2.956351299,3.529445609,2.991112103,2.848589784,2.986464752,3.050036536,2.984664395,2.972550462,3.219738545,2.864070681,2.936542949,3.030285592,3.006111324,2.897423954,3.009383871,3.064708189,3.201154559,2.877410781,3.101752695,3.056688165,3.049016457,3.087114909,2.866853635,2.837005397,3.04672709
"InChI=1S/C9H9N3O2/c1-14-9(13)12-8-10-6-4-2-3-5-7(6)11-8/h2-5H,1H3,(H2,10,11,12,13)",2.053369961,1.921322428,3.819299453,3.473678282,3.591596597,3.71086556,2.449427037,3.066389931,3.132138312,2.987371565,2.804619609,3.017236292,3.649671337,3.41973108,2.850078559,2.937598922,2.892966429,3.343370997,2.582594058,3.100573045,3.2532788,2.676486773,2.870078397,2.867178938,2.634435892,2.942243629,3.157996761,2.891424259,2.963358312,3.075444945,2.899571046,3.224078093,3.055283905,2.930370385,3.023026097,2.944550281,3.034493597,2.754317578,3.096434371,2.976207282,3.04026346,2.883658875,2.797924862,3.197695389,2.856421403,3.054136277,2.715915736,2.799816274,3.200418167,2.992053759
"InChI=1S/C15H23NO5S/c1-5-13-8-6-7-11(2)15(13)16(12(3)9-21-4)14(17)10-22(18,19)20/h6-8,12H,5,9-10H2,1-4H3,(H,18,19,20)",2.082809246,3.390401496,3.30863515,3.532384112,2.418897856,1.937265565,3.30882565,2.808680257,2.747496325,2.794334982,2.882894845,2.998065621,3.010791878,2.289634116,3.201215459,2.969055329,3.126326243,3.102805422,3.240096131,3.176869571,3.225580701,2.812972182,3.13576935,3.328832627,3.047613395,2.595773009,3.277400601,3.06805369,3.176863075,2.923351368,3.123753378,2.938353481,3.038571087,3.437818675,2.855399291,3.122229557,3.381813832,2.977046185,2.989878031,2.946868271,2.758071224,2.988549195,2.97867765,3.073908206,3.076823627,3.198569809,2.919046385,2.89509004,3.165474145,2.950462881
InChI=1S/C15H8Cl2FNO/c16-9-7-12(17)15-13(8-9)19-6-5-14(15)20-11-3-1-10(18)2-4-11/h1-8H,3.040505547,1.950624356,3.487691674,2.644216431,2.598246217,3.150085522,2.458200655,2.575324081,3.006374709,2.092211811,3.480111873,2.825608806,3.290067661,3.210051343,2.667610239,2.902021118,3.224160259,3.095026187,2.948991961,2.843080087,3.485389589,2.996188177,3.142890754,3.267892448,2.936089551,3.22862807,3.169071188,2.982395979,3.101244111,2.962455604,2.756847415,3.14111978,2.788726639,3.067459113,2.910473386,3.171776115,2.905439412,2.795664618,2.797772531,2.880871205,2.924217339,3.017709317,3.25964954,2.778335527,2.962503163,2.664879456,2.920678295,3.097115129,2.894395347,3.122197961
"InChI=1S/C15H16Cl3N3O2/c1-2-4-20(15(22)21-5-3-19-10-21)6-7-23-14-12(17)8-11(16)9-13(14)18/h3,5,8-10H,2,4,6-7H2,1H3",2.245084048,2.739318084,3.949703246,3.976049073,2.505494686,2.852305722,2.578847461,2.919905023,3.012580204,3.026750641,3.277837129,3.161361614,2.893407861,2.950241978,2.500710909,3.370680067,3.536156674,3.084808739,2.95552057,2.708978612,2.742755976,3.029557095,2.794606899,2.981470196,2.989441613,2.626402339,2.661787947,2.956689422,3.252994246,2.822795679,2.771535819,3.231333853,2.997573338,3.162884944,3.034950282,3.110575537,2.928720665,2.713467549,3.129451556,2.896093174,2.859195001,2.902026401,3.204148388,3.28893124,3.094964925,3.222177184,3.05193206,2.925607387,3.238526326,2.989365096
"InChI=1S/C13H19N3O4/c1-5-10(6-2)14-12-11(15(17)18)7-8(3)9(4)13(12)16(19)20/h7,10,14H,5-6H2,1-4H3",1.773282136,2.768676627,3.273987636,3.469984145,2.864875478,1.922539052,3.179974016,2.383489584,2.861557823,2.935521081,2.630359224,3.046065261,2.777146392,2.955363841,4.426020205,3.13524455,2.61478453,3.012811163,3.570485751,3.539995895,3.321214293,3.112707126,2.84458259,3.248637806,3.254420561,2.825639984,3.519481027,2.726392819,3.006152226,2.79101984,3.01325104,2.487093804,3.171143637,2.848603174,3.003297211,3.096674412,3.112676327,3.160350629,3.147609681,3.034897536,3.245220637,2.946773377,3.106892233,3.186077353,2.867407611,2.875557804,3.063871144,2.795799066,2.856893435,2.750675033
"InChI=1S/C14H15Cl2N3O/c15-12-4-2-1-3-11(12)7-14(20,13(16)5-6-13)8-19-10-17-9-18-19/h1-4,9-10,20H,5-8H2",2.430780113,2.420599374,3.868531259,2.96342383,2.863821361,3.073960798,2.840370249,2.478797016,2.82347855,2.648535237,3.14160704,3.142901373,2.756052196,3.184460653,2.658360603,3.020769912,3.618917893,2.73607201,2.750669672,2.643134407,2.782989776,3.135965849,3.171159737,3.146391387,3.202214781,3.240686827,2.827338385,3.50785431,3.240615586,2.976320499,2.684678741,2.858922129,3.008409509,3.038205544,3.018638102,2.833430679,2.85060061,3.202930542,3.119347031,3.110787952,2.919080529,2.980962558,2.962075488,3.131178291,3.117310087,3.016805107,3.049085884,2.94309317,3.033060641,2.934980702
"InChI=1S/C18H14F3NO2/c1-22-17-14(12-8-5-9-13(10-12)18(19,20)21)15(23)16(24-17)11-6-3-2-4-7-11/h2-10,16,22H,1H3",3.136213527,2.169463872,3.045101606,2.714341735,2.335688207,2.663906357,2.978809293,2.894394322,2.584279333,2.696662787,2.730621,3.389292835,2.545505245,3.296059202,2.898498925,2.700402334,3.718034464,2.930400734,2.568041588,2.989667065,2.890198618,3.048379006,3.373220253,3.156336446,2.984219612,3.293369963,2.862785762,3.56107508,3.066040928,3.104732751,2.945988874,3.236247906,2.95501476,3.127670547,2.995625951,2.709662949,3.209873257,3.077724782,3.090257601,3.086910293,3.136087926,3.118186329,3.344845869,2.72030195,3.061618,2.826777491,2.95384376,3.144203926,2.905429474,2.906558677
"InChI=1S/C19H12F4N2O2/c20-13-7-9-14(10-8-13)24-18(26)16-5-2-6-17(25-16)27-15-4-1-3-12(11-15)19(21,22)23/h1-11H,(H,24,26)",2.780210241,2.047001474,3.572247614,3.12686821,2.58022353,2.503154477,3.265092882,2.519490863,2.737932273,2.435046384,3.32427617,2.931195929,3.132273189,3.374282891,3.096047002,2.979306077,3.514479273,3.332464089,2.817509719,3.252195648,3.344485512,2.879087597,3.098214826,3.21652168,2.959605946,3.248120669,2.790139666,3.221629107,3.247436547,3.024065002,2.594244603,3.023878864,3.15837299,3.176995295,3.087571478,2.921603865,2.736336987,2.938427455,2.795968012,2.771914655,2.87435174,2.804758706,3.268937755,2.980401925,2.790517415,2.664555116,3.037394693,3.064001894,2.935129362,3.127486217
"InChI=1S/C19H20ClNO4/c1-19(2,18(23)24)25-16-9-3-13(4-10-16)11-12-21-17(22)14-5-7-15(20)8-6-14/h3-10H,11-12H2,1-2H3,(H,21,22)(H,23,24)",2.805783037,2.725440254,2.88798276,2.897941586,2.629597327,2.35536887,3.13502605,2.966587334,2.691292984,2.499440248,3.28741918,3.43797205,3.146799542,2.954857071,2.720852826,3.379010048,3.202730436,3.179103995,2.621362256,2.692035782,2.824525909,3.180500384,3.035036056,2.866994235,2.71942247,2.628144637,3.057805173,3.119019192,3.476948597,2.674135938,2.915689088,3.461452996,3.067400255,2.729473458,3.13257444,3.195978684,3.067692825,3.186043403,2.914453576,2.805643056,2.907750231,2.953818522,3.304911803,2.860225322,2.928884145,2.988878164,3.115212888,3.353586167,3.118685153,2.919346712
"InChI=1S/C14H18N2O/c1-10(2)13-11(3)15(4)16(14(13)17)12-8-6-5-7-9-12/h5-10H,1-4H3",2.007892221,2.421205745,3.551818756,3.223470674,2.903506695,2.184514427,2.791087836,3.055812474,2.975037479,2.796990351,2.82557643,3.134012903,2.648442221,3.114698209,3.307046095,3.082894567,2.916462823,3.499212837,3.016653547,3.238732717,2.577303341,3.428407382,3.237473755,2.668078115,3.267296653,2.961054013,2.705594009,2.969158004,2.855574722,3.033123848,3.017800328,2.76816163,2.886736125,2.748694044,2.784151566,2.961690977,3.113297879,3.36856636,3.21411185,3.049204319,3.02335284,3.288070143,2.819170728,3.198186933,3.244769212,2.892336743,2.885301135,2.91928874,2.720495742,2.969155734
"InChI=1S/C15H25NO3/c1-12(2)16-10-14(17)11-19-15-6-4-13(5-7-15)8-9-18-3/h4-7,12,14,16-17H,8-11H2,1-3H3",2.276961119,2.936218287,2.644213283,3.031189135,3.050823343,2.281602005,2.899523201,2.7974547,3.222133709,3.331333966,3.337136586,2.890366465,2.96577803,3.002779725,2.555442247,2.860033243,2.796940015,2.70301459,3.219748947,2.946750037,3.165214685,3.069588051,3.071154158,3.037514297,3.140858178,3.041888492,3.079842665,2.917290066,3.223481163,2.584849924,2.962995984,3.118579271,3.09095476,2.907567581,2.866389414,3.199800303,3.138286631,3.046890415,2.965348438,2.794321522,3.213947225,3.044591979,2.802294303,2.749169269,3.094486225,3.052893824,2.81710488,3.129953084,3.045411924,3.06779125
"InChI=1S/C11H12Cl2N2O5/c12-10(13)11(18)14-8(5-16)9(17)6-1-3-7(4-2-6)15(19)20/h1-4,8-10,16-17H,5H2,(H,14,18)",2.188465841,2.830489038,2.973157658,3.275206981,2.907489682,2.410010195,3.839251386,2.43620936,2.64295088,2.946987547,2.932082849,3.056136288,2.853814805,2.705025364,3.01008284,2.757840646,3.377477969,2.944302221,3.140691587,3.157842293,3.332397609,2.909550557,2.871628991,3.264413084,2.619607141,3.000094011,2.992301821,2.944584837,3.095101184,2.928681601,2.902373801,3.02013372,2.975873222,3.010396543,2.758605306,2.954251803,2.866308282,3.094560969,2.931729765,3.042616943,3.226299133,2.716653156,3.038555775,2.978245807,2.884758989,2.970859539,2.811081086,2.968789008,2.885834321,2.898989851
"InChI=1S/C18H20FN3O4/c1-10-9-26-17-14-11(16(23)12(18(24)25)8-22(10)14)7-13(19)15(17)21-5-3-20(2)4-6-21/h7-8,10H,3-6,9H2,1-2H3,(H,24,25)",3.301327395,2.747890684,5.18136513,3.54141497,1.765450621,2.161133904,3.128156998,4.358491878,4.009857881,2.329054735,3.053345404,2.101777687,2.196987426,2.44232602,4.137681403,3.320790952,3.584780742,2.7477087,3.781731945,2.587996081,2.747494306,3.147411775,2.93888983,3.155709668,2.929162237,2.525041972,3.08002622,3.006905646,2.898806926,2.404631743,2.925899622,2.652849179,3.034196855,3.070673253,2.490526935,3.485303063,2.400132693,2.596134195,2.84216549,2.880974671,3.275722536,3.200618899,2.900480347,2.712641337,3.162134276,2.600213403,2.983024113,3.111739825,2.740751575,2.9700996
"InChI=1S/C14H22N2O3/c1-10(2)16-8-12(17)9-19-13-5-3-11(4-6-13)7-14(15)18/h3-6,10,12,16-17H,7-9H2,1-2H3,(H2,15,18)",2.197058115,2.815397767,2.71999456,3.078926954,3.135799822,2.379076163,3.220241458,2.835972971,3.115928425,3.316929037,3.298133122,2.857475556,2.919105666,3.033680196,2.533876926,2.917827042,2.760452835,2.76309003,3.198194107,2.914438937,3.08358388,3.014038999,3.076150475,3.071553277,3.063741534,3.055248822,3.097927611,2.883035761,3.247041607,2.70861169,2.937535399,3.09682541,3.109026948,2.843188467,2.928147106,3.197883887,3.07928569,3.065608511,2.953599841,2.837201354,3.143124607,3.029547141,2.875150816,2.74192788,3.09644585,3.016188621,2.744883193,3.19785761,3.04257133,3.035318813
"InChI=1S/C19H20FNO3/c20-15-3-1-13(2-4-15)17-7-8-21-10-14(17)11-22-16-5-6-18-19(9-16)24-12-23-18/h1-6,9,14,17,21H,7-8,10-12H2",3.919724217,2.283657333,3.497003077,2.542861749,2.606013147,2.841651369,2.664209039,2.748430071,3.397496741,2.515263898,3.835015425,2.546038892,2.978039271,3.046718554,2.996871474,2.826105206,3.249246707,2.866432754,3.228332329,2.267021494,2.72720173,2.825501879,3.088875553,3.220357451,2.7557879,2.943195554,2.9646548,2.941544069,3.562512222,3.101603452,2.804573802,3.045139996,3.056898236,2.818150294,3.047238839,3.101058207,3.195582917,2.683742375,2.664994582,2.966980228,3.380935091,2.713056,2.955279313,3.1687056,3.107691484,3.011619949,2.552452678,3.236031021,2.906774643,2.981315641
"InChI=1S/C38H69NO13/c1-15-26-38(10,45)31(42)21(4)28(40)19(2)17-37(9,47-14)33(52-35-29(41)25(39(11)12)16-20(3)48-35)22(5)30(23(6)34(44)50-26)51-27-18-36(8,46-13)32(43)24(7)49-27/h19-27,29-33,35,41-43,45H,15-18H2,1-14H3",6.402093785,5.335434722,3.667567201,3.719451647,4.19592654,1.664150093,2.163838379,3.889155374,3.398685798,3.263104533,3.370603384,4.073346679,3.453164618,2.962414098,3.235964677,2.334621093,3.087586562,3.511091483,2.022807599,2.961937939,2.625683965,3.708611145,3.262390361,4.001144675,4.324163833,3.805895633,3.693126136,3.203107711,2.968288213,2.703106189,3.003277074,2.805215637,2.718798624,3.180399781,2.949568183,2.630065603,3.084553838,2.644803022,2.974893029,2.782221394,3.350195791,3.363019425,3.155440516,3.024107402,2.926079991,2.957988927,2.654031107,2.733572958,3.02439002,2.902226953
"InChI=1S/C16H14O3/c1-11(16(18)19)13-8-5-9-14(10-13)15(17)12-6-3-2-4-7-12/h2-11H,1H3,(H,18,19)",2.305152599,2.439694863,2.670204921,2.514358855,2.944338937,2.446317285,3.087837878,3.03267043,2.88500646,2.472881608,2.838794248,3.610337352,3.029692289,3.268225468,2.729800832,3.345586355,2.732587981,2.945264192,2.578639134,2.947291715,2.800475444,2.943197721,3.130947261,2.556144901,3.055649316,2.894500175,2.935163515,3.326985221,2.933704903,2.818029906,3.326692683,3.044202681,2.971963346,2.876719676,2.855084759,3.01872986,2.875408722,2.977769088,2.8436403,2.899568252,3.06037631,2.866463102,2.909178569,3.037382725,2.993038628,3.030918345,3.089243442,3.056483259,3.057054618,3.021418285
"InChI=1S/C11H11N3O2S/c12-9-4-6-10(7-5-9)17(15,16)14-11-3-1-2-8-13-11/h1-8H,12H2,(H,13,14)",1.904120567,2.238540611,3.420618114,3.326477505,3.133736312,2.568537856,2.878407232,2.287957754,2.643749389,2.392115157,2.622046685,3.218328932,2.989132322,3.094207374,3.649647645,2.78351464,2.342024016,2.834282068,2.751510948,3.058292069,3.025671482,3.207320281,2.789870379,2.848354738,3.140315188,2.803472943,2.972751901,2.831527098,3.000744145,3.228419761,2.805041098,3.029034942,3.313715578,3.12345278,3.041194038,2.953610007,2.870378946,2.878361447,2.840252238,2.933458171,2.906966505,3.094449177,3.057363905,2.898782443,2.989331422,2.873733985,2.911911714,3.07502725,3.045906009,3.071884993
"InChI=1S/C13H10ClNO/c14-11-6-2-4-8-13(11)15-12-7-3-1-5-10(12)9-16/h1-9,15H",2.014295684,2.146840887,3.101264485,2.882562988,3.029495807,2.013589986,2.981620334,2.58905626,2.905411101,2.363602748,2.64861101,3.20224722,2.686270204,3.459270626,3.73721929,3.214097469,2.858338324,3.258081224,2.872672516,3.196450297,3.068545248,3.05198125,2.783165092,2.651168569,3.041351361,3.210289917,3.106958732,2.959780083,2.985658621,2.84784731,2.990793966,2.975978194,3.141819298,2.918550954,2.74932179,2.984000015,2.773387985,2.928666252,2.958227105,3.06344605,3.079776134,3.024244563,2.829326369,3.035406976,3.112231706,3.031161096,2.882419843,3.029516259,2.898720662,2.862634857
"InChI=1S/C15H12N2O/c16-15(18)17-13-7-3-1-5-11(13)9-10-12-6-2-4-8-14(12)17/h1-10H,(H2,16,18)",2.653747761,1.676261465,3.888373736,2.797291566,2.450521665,2.426305783,2.641489281,3.4025507,2.292098364,2.711087638,2.310503212,2.090343186,2.148286335,3.972058599,3.855383767,2.947012322,2.954491451,2.984086903,2.851349674,3.792852217,3.002590079,2.065190487,3.028922859,3.406062007,2.703331903,3.386464831,2.777252419,3.045095312,3.046915348,3.009473938,3.370195935,3.039126081,2.947348058,2.875676181,3.230046122,2.838799882,3.052827023,3.156510241,3.435646866,2.934171309,2.539253765,3.287139326,3.108367515,2.937208609,2.951986608,3.518661474,2.923320623,2.810765059,3.056706401,2.973889956
"InChI=1S/C14H11Cl2NO2/c15-10-5-3-6-11(16)14(10)17-12-7-2-1-4-9(12)8-13(18)19/h1-7,17H,8H2,(H,18,19)",2.096598308,2.318365236,3.060794654,2.895785794,3.022964408,2.107234829,3.217422326,2.83595301,2.902458164,2.321332193,2.765302245,3.228246581,2.786177765,3.466963926,3.70177782,3.428320077,2.855674772,3.026468854,2.793816243,3.301364391,3.035823027,3.012629956,2.656922553,2.615265679,3.064969704,3.246881397,3.263349138,2.684724677,3.230998766,3.051784178,2.806424844,2.801534052,3.135839908,2.910578275,2.776096331,2.878929569,3.033808661,3.017469834,3.047704905,3.140556739,3.098926391,3.0291369,2.838592116,2.917732562,3.149565177,3.052538153,3.153711498,2.876933876,2.952579736,3.040362525
"InChI=1S/C19H22FN3O3/c1-2-21-5-7-22(8-6-21)17-10-16-13(9-15(17)20)18(24)14(19(25)26)11-23(16)12-3-4-12/h9-12H,2-8H2,1H3,(H,25,26)",2.902068762,2.686007713,5.108141315,3.609448353,1.879794078,2.246484136,3.055796844,4.047264564,3.760903737,2.142987288,2.782069304,2.250953871,2.061979145,2.74241706,4.187256831,3.385681593,3.835839568,2.911067256,3.948628133,2.300779981,2.53923609,3.34818449,2.991318196,2.833975358,3.20535719,2.616263816,3.527663416,3.209466782,2.667433474,2.820432348,2.757333942,2.685720721,2.611890594,2.518477918,2.928857063,4.100035575,2.852764981,2.689980821,2.798625713,2.903768898,3.392808535,3.026035243,2.942424498,2.903396799,2.840937846,2.703625697,2.92970743,2.971261612,2.473891262,2.964124521
"InChI=1S/C41H76N2O15/c1-15-29-41(10,49)34(45)24(4)31(42-53-21-52-17-16-50-13)22(2)19-39(8,48)36(58-38-32(44)28(43(11)12)18-23(3)54-38)25(5)33(26(6)37(47)56-29)57-30-20-40(9,51-14)35(46)27(7)55-30/h22-30,32-36,38,44-46,48-49H,15-21H2,1-14H3",6.467750196,5.555286183,3.823790407,4.056980599,4.20752682,1.532238431,2.187750494,3.687074317,3.42835119,3.283125628,3.448928715,3.790632614,3.622013492,3.04663435,3.108972061,2.125486234,3.103953489,3.290477395,2.04711629,3.134779174,2.710127608,3.519421905,3.073029891,4.032789832,4.091301678,3.840115673,3.776731116,3.199061104,3.050224031,2.704739452,2.80212893,2.669340501,2.813187238,2.918740625,3.217385597,2.604866761,3.166656341,2.4535705,2.825349286,2.785456226,3.535832318,3.299741534,2.790090475,3.091284154,3.103238772,2.889246603,2.869761865,2.848247045,2.886045617,2.953623652
"InChI=1S/C14H20N2O2/c1-10(2)16-8-11(17)9-18-14-5-3-4-13-12(14)6-7-15-13/h3-7,10-11,15-17H,8-9H2,1-2H3",2.506390893,2.298612612,3.45833304,3.012450098,3.009903023,2.844507217,2.612845371,3.070309542,3.300442231,2.502337909,3.258222825,2.732044667,3.126765185,3.266472089,2.339747229,2.672062181,2.534538956,3.028830447,3.028643456,2.953840407,3.310343806,3.126600283,2.920667167,2.839601667,2.882134017,2.875746867,3.369266644,2.460790691,3.048551253,2.63375995,2.926245119,3.18908906,3.058810445,2.833844683,2.825955399,3.142926227,3.179195404,2.946614132,2.840800827,2.815006585,3.151462979,3.135286859,2.985583271,2.840533991,3.163727144,2.974058315,2.740019074,3.107309285,2.924554849,2.999401522
"InChI=1S/C26H28Cl2N4O4/c1-19(33)31-10-12-32(13-11-31)21-3-5-22(6-4-21)34-15-23-16-35-26(36-23,17-30-9-8-29-18-30)24-7-2-20(27)14-25(24)28/h2-9,14,18,23H,10-13,15-17H2,1H3",4.143560228,3.004963576,4.703431856,4.504348291,1.921233174,2.488967077,3.434696481,3.306625741,4.276314804,2.943506267,2.390138595,2.931171472,2.687905507,3.595569773,3.473022269,2.437368863,4.20881893,2.564635993,3.246882202,2.131179748,2.615612084,2.968349979,3.261428916,2.511298362,3.406420969,2.725521221,2.198201783,2.813894273,3.372828031,2.591430997,1.911321054,2.794589894,2.996348196,3.116765821,3.364783931,3.249277756,2.898735597,3.266707123,2.891531223,2.949326328,3.447934754,2.550981238,3.270991695,2.877573818,2.975049432,3.26798709,3.286904853,2.843964818,2.770319153,3.09504694
"InChI=1S/C17H18F3NO/c1-21-12-11-16(13-5-3-2-4-6-13)22-15-9-7-14(8-10-15)17(18,19)20/h2-10,16,21H,11-12H2,1H3",2.727323604,2.389737391,2.860619089,2.813214656,2.489478705,2.396687539,2.985957612,2.321492333,3.129040623,2.764856663,3.079612614,3.401847237,2.905592875,3.241402683,2.577279716,2.589791471,3.535122018,3.037525171,2.572539358,2.777873104,2.874005886,3.135393221,2.821896292,2.867726992,2.729750362,2.962285478,2.865298381,3.051154495,3.256173115,2.81611763,2.780236891,3.192577234,3.031256973,2.79869847,2.750593543,3.238515537,2.947128181,2.935936236,3.043677774,2.939043016,3.072808088,3.072432665,3.126634091,2.786625241,3.04974543,3.077579388,2.94924521,3.028408656,3.14938162,2.862876257
"InChI=1S/C14H22N2O/c1-5-16(6-2)10-13(17)15-14-11(3)8-7-9-12(14)4/h7-9H,5-6,10H2,1-4H3,(H,15,17)",1.731334525,2.938397666,3.217450579,3.393227712,2.856957105,1.873401449,3.238882181,2.97954537,3.270818283,3.327037674,2.978741845,2.669609782,2.549955929,3.186179603,3.046544675,3.034934386,2.973532434,3.098758807,3.470557625,2.988716867,3.175358979,2.85404619,3.007092517,3.164968619,3.081866031,2.899937076,3.256415134,2.804488579,3.054882263,2.803140515,2.944218824,2.978903077,3.011288913,3.153665798,3.167085589,3.131022678,3.053252887,2.74919768,3.205907972,2.726110921,3.04908099,2.821908779,3.078033397,3.248365773,2.973755634,2.939425713,3.286031009,2.773215163,3.065932201,2.958733161
"InChI=1S/C16H25NO2/c1-17(2)12-14-7-4-5-10-16(14,18)13-8-6-9-15(11-13)19-3/h6,8-9,11,14,18H,4-5,7,10,12H2,1-3H3",2.45780678,2.698862995,3.122826323,2.729651336,2.776677403,2.224581887,2.643565851,2.840108278,3.395720446,3.2432387,3.116315428,3.012335639,2.815246321,3.019693767,2.546688318,2.745863574,3.006039783,2.82851017,2.710010643,3.199507016,2.787130769,3.183244194,2.679059779,2.404830708,3.154435478,3.069863089,3.0329197,3.00334085,2.864870475,2.973199773,2.765367786,3.01349374,2.899606534,2.827455363,3.080190006,2.9591458,2.94334187,2.865244374,2.951025817,2.994257346,3.211245387,3.002284501,3.021109513,2.921045216,2.780259453,2.837031982,2.90446466,2.977333612,3.150811842,2.967280302
